"RegionName","1996-04","1996-05","1996-06","1996-07","1996-08","1996-09","1996-10","1996-11","1996-12","1997-01","1997-02","1997-03","1997-04","1997-05","1997-06","1997-07","1997-08","1997-09","1997-10","1997-11","1997-12","1998-01","1998-02","1998-03","1998-04","1998-05","1998-06","1998-07","1998-08","1998-09","1998-10","1998-11","1998-12","1999-01","1999-02","1999-03","1999-04","1999-05","1999-06","1999-07","1999-08","1999-09","1999-10","1999-11","1999-12","2000-01","2000-02","2000-03","2000-04","2000-05","2000-06","2000-07","2000-08","2000-09","2000-10","2000-11","2000-12","2001-01","2001-02","2001-03","2001-04","2001-05","2001-06","2001-07","2001-08","2001-09","2001-10","2001-11","2001-12","2002-01","2002-02","2002-03","2002-04","2002-05","2002-06","2002-07","2002-08","2002-09","2002-10","2002-11","2002-12","2003-01","2003-02","2003-03","2003-04","2003-05","2003-06","2003-07","2003-08","2003-09","2003-10","2003-11","2003-12","2004-01","2004-02","2004-03","2004-04","2004-05","2004-06","2004-07","2004-08","2004-09","2004-10","2004-11","2004-12","2005-01","2005-02","2005-03","2005-04","2005-05","2005-06","2005-07","2005-08","2005-09","2005-10","2005-11","2005-12","2006-01","2006-02","2006-03","2006-04","2006-05","2006-06","2006-07","2006-08","2006-09","2006-10","2006-11","2006-12","2007-01","2007-02","2007-03","2007-04","2007-05","2007-06","2007-07","2007-08","2007-09","2007-10","2007-11","2007-12","2008-01","2008-02","2008-03","2008-04","2008-05","2008-06","2008-07","2008-08","2008-09","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02"
"Hanford, CA",164400,157100,148700,145000,142300,138500,136100,137500,140200,142500,144500,146200,147200,148100,147800,146400,145300,145800,145700,143700,141400,139900,138800,138400,139200,,,141200,143500,144300,144600,145100,145800,147500,149800,150000,149000,147700,147900,150100,152800,154200,155900,158300,159500,158800,158700,160900,163200,163600,162000,160800,161600,163400,164700,165000,165200,166200,167900,169400,170700,171700,172700,173500,173400,173000,173500,175600,178800,181400,182500,182900,182700,182200,183500,186800,189500,190600,191200,192200,193400,194800,194900,195100,197900,203500,208500,212000,216200,222300,227500,230700,234500,239600,244500,248700,252200,254800,258300,264000,271200,278200,285700,294900,304000,311000,318200,325900,333500,340600,347300,353200,358300,363700,369300,373700,376100,379400,385100,390600,393800,395800,397500,397000,394700,394900,397900,400800,401500,399900,397700,397300,398000,397700,398000,399400,400400,399000,392900,382100,372000,365400,360700,356500,351600,347500,342300,335200,327900,321500,315400,310700,308400,307200,305800,303000,300000,297900,297400,296000,292100,288400,286300,284900,283900,282400,280700,279900,280700,279900,277000,274800,275400,276000,275500,275400,274600,272100,268200,264100,260500,258400,257000,256000,255300,254800,255000,255000,254600,254600,254800,254100,253500,253700,254800,256200,257400,257200,257100,259200,262600,266000,268400,269800,270500,271600,272000,272700,273600,275200,277700,280600,282700,283800,284300,285100,287200,289200,289900,290000,290400,291000,291300,291000,290500,290400,290800
"Iowa City, IA",181500,179800,179600,183000,188200,191000,190800,188900,186700,185500,184900,184900,186200,188100,190200,191800,192500,192300,193400,195700,197800,199500,201300,202900,203100,202200,201800,200700,199300,199800,201600,203000,204400,205500,206300,207100,208200,210300,212400,213300,213900,214900,215300,216200,217800,219600,220500,221300,222400,224300,225700,227100,227100,225700,224300,224100,224200,224400,224500,225100,226100,226300,225900,226000,227100,228900,231500,233800,235600,236600,237300,237800,238400,239500,240700,240900,240800,241500,242200,242500,243000,244600,246400,247500,248200,248700,248700,249500,251600,254300,256700,258600,260300,262600,264400,265200,265500,265800,266100,267300,268500,269200,269100,268300,267500,267800,268800,270200,272400,273200,271800,270500,271200,271700,271900,273000,273700,272600,272200,272400,272100,272300,275000,277400,278500,278800,279600,280600,282000,283300,284200,285300,286300,287700,289400,289800,287600,285200,283800,283100,282700,282900,282800,281900,280600,280600,281900,283500,284200,285500,287300,289100,288400,285200,282400,282000,283000,283200,282400,281800,282000,282200,281900,281100,282200,284200,285300,285100,285300,286200,287200,287600,287500,287200,286400,285100,284200,284400,285500,286500,286900,286600,285400,284200,283900,284200,284100,284500,285500,286200,286500,287400,288700,289000,288400,288400,289600,291100,292500,293300,293800,294700,295400,296300,297200,297800,298500,299700,300900,301900,302900,304000,305300,306500,308100,309300,309500,309400,309800,310400,311800,313700,315300,316800,317800,320100,323200
"Rocky Mount, NC",128000,129400,129300,127300,126200,126900,127200,127300,127400,127500,128100,129400,130500,131400,132300,133100,134000,135600,137700,139200,139700,140000,139700,139800,140400,140500,140600,142300,143600,143100,142500,143000,144300,144700,144100,144100,144400,144200,144100,144400,144700,145500,146600,147500,147700,148800,151900,155500,157100,157200,156300,155400,154900,154700,153700,152500,152100,,153100,153300,152200,151700,153400,155600,157800,160300,162500,163800,165100,166800,167200,166500,165300,164200,163300,163100,162700,162700,162600,163300,163600,163700,163700,164100,164700,166700,168600,171100,172000,170100,168300,167800,166700,165500,164900,164600,164400,163500,162400,161400,160900,160800,161000,161500,163000,165200,167500,170000,172900,174900,176100,176700,177100,178000,178600,179000,179600,180400,180600,180700,180700,181300,182400,184000,185200,184500,182900,183500,185300,184000,181200,180700,182900,185000,185600,185000,187100,191600,195400,194800,194200,195000,195900,195000,193400,191900,191800,192000,191700,192500,194000,195200,194600,194400,195000,195300,194300,193700,193200,192500,191300,190000,189700,190300,189700,189600,190000,189000,186100,183800,182200,181400,180700,179500,177700,176600,176500,175800,175300,175000,174000,173200,173600,173800,173900,174500,175500,176400,176800,177500,179000,180200,180700,180400,179800,179300,179800,180400,180600,180500,181200,182600,183200,181800,179800,179400,179400,178000,175700,173500,172200,172000,171900,172100,171500,175500,183600,189400,190300,192400,193900,194500,195100,196000,195900,196300,197500
"Monroe, MI",131200,129200,128800,127900,127800,129000,130400,131200,132000,129700,125900,124800,127000,128200,128900,129700,129800,129100,129500,130300,131200,131700,132100,133000,133900,134300,134400,135500,137000,137800,138000,138300,138900,140700,142700,144400,145900,147000,147700,148700,150100,150400,149400,148900,150000,151000,151000,150800,151100,152100,153200,153900,153400,153200,153800,155000,155400,156000,156700,157600,158400,159600,160700,161100,161600,162800,164100,164900,164700,164100,164200,164500,163700,163500,164300,165000,165000,165500,166200,168000,170300,171900,173200,175100,176200,175500,174100,173600,174800,176900,178000,176800,175200,174800,175900,178000,180600,182200,183700,184600,184400,183400,183300,183900,184700,185200,185400,185300,186000,187000,187000,187700,189800,191200,191100,190200,189300,188000,186200,184000,183500,183900,184000,182600,180200,178100,177200,177200,177800,178000,177500,177300,176900,176300,176700,176600,175800,174700,173500,171800,170100,169100,168500,166400,162100,157700,154200,152700,152000,151800,151400,150600,149300,149000,148700,148000,147600,147900,147000,145500,144800,144100,143400,144000,145000,144700,144400,144800,145100,144500,143600,143000,141900,140300,138900,138000,136600,135200,134100,133400,132500,131800,132000,132100,131100,130200,129900,129000,128300,128800,129000,128600,127800,127300,127100,127400,128200,129400,129500,129400,129500,129400,129100,129000,130000,131400,132300,133100,134400,136300,138600,141200,143700,145500,146600,148100,150200,152700,155800,158300,159900,160900,161300,161600,161800,162300,163000
"Burlington, NC",176300,174000,172600,171000,169200,168800,168700,167900,167700,168500,168900,170000,171800,173900,176200,179500,182900,184800,186500,188900,190400,191000,192300,193800,194200,194400,195700,197900,200000,201200,201200,200600,200400,201200,201300,201100,202000,203700,203400,202300,201400,201400,202200,203000,204300,206300,207900,208700,210800,214200,217400,218900,219400,220800,222400,223100,222500,,222700,222000,219500,216900,214900,213900,213700,213900,213000,212800,213500,214900,216000,218400,220600,220500,219200,218900,219500,220600,221200,221900,223000,223700,222500,221300,221700,223300,225300,225900,225900,226400,226800,226700,227600,228900,229500,230100,230600,231400,232000,232500,232700,232300,231800,231200,230700,229900,228900,228100,227900,227500,227300,227900,228600,228600,229200,230100,230200,230000,231300,232000,233500,234900,235200,233700,232800,233500,235400,237200,238200,238900,240400,241600,241000,239800,238900,239500,240800,240800,238900,236800,234500,231900,229100,226800,225300,225400,226000,226300,226500,226500,225900,226200,227900,230600,233500,235100,235300,235300,236300,235900,233700,232100,232200,230600,227900,225600,223600,221500,220700,220500,219600,218200,217200,217300,217400,217400,217300,217200,217800,219600,220100,219300,219900,221400,222100,222500,223100,223100,223100,222600,221200,220900,221800,221600,220800,220800,221600,222100,221500,220700,220400,220700,220500,219700,218800,219200,219800,221400,224100,225500,227100,230000,232400,233100,234300,236100,237600,236100,233600,231500,229400,227200,225900,225400,226300,228000,229300
"Madera, CA",142600,139700,139000,138500,137800,138100,138900,138700,137200,136400,137000,139300,141300,141300,140300,139600,139200,138000,137000,137600,138300,137300,136400,137800,141500,,,145700,146500,144700,143600,144800,146300,147200,148800,152000,154800,156600,157900,159300,162200,165800,170100,173700,175500,176800,178800,179100,179800,184200,188600,187500,183600,180300,178800,179500,182300,184300,186200,189900,194800,198600,200700,201400,204800,210100,212000,210500,209100,208400,209600,210000,209600,209000,209900,213800,218600,221400,225400,231900,236800,240900,244800,248000,251200,256500,261700,268800,279500,291600,300100,306200,314100,322000,325800,328900,333300,337300,344100,351000,354500,359100,366700,372800,377000,384100,394400,404400,410800,415700,420900,425300,426800,427400,429900,432500,435500,442100,450100,456700,463200,469100,474500,479600,484800,489200,493600,498800,505700,511800,515000,514900,511300,500200,483600,468600,456400,442400,424800,405600,394300,391400,388600,383800,379800,376600,374800,375800,377000,378400,381000,385100,375200,347100,319100,300800,287100,280200,277500,271000,262700,256500,252800,249300,248100,249500,251000,251900,253200,253400,251000,248600,247400,247700,245100,241000,237300,234200,230500,226800,224100,221500,217200,213100,209200,204300,200300,198100,196800,196900,198600,199800,200500,201600,203400,205900,208500,211100,213800,216500,221100,227500,233300,236900,239800,241900,244100,245800,248000,250700,254500,259000,263200,265900,267600,270500,274400,277500,279800,281800,281600,280200,279100,277700,276200,277000,278800
"Chambersburg, PA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,285000,280200,273300,270100,268800,265800,260400,254600,251000,250000,249300,249100,250600,253100,256200,257500,254300,250500,249900,251600,251400,248800,247200,247100,245400,242300,240900,239700,239100,240900,243900,245600,248100,250000,249900,249900,250800,250900,250500,249700,248700,247400,246500,245700,245500,245700,247400,249500,252900,257000,262300,265500,264600,262700,263600,264000,263300,263500,263000,261900,262100,264800,267700,269200,268500,267600
"Wheeling, OH",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142700,142800,142900,144000,145400,146500,148200,150700,154000,156200,156400,156000,156100,156200,157200,158000,157500,154500,148700,145300,145400,145700,145000,145100,145800,147900,149100,148900,149000,148200,149000,152400,155300,155500,154900,153500,152700,153500,156400,159900,162700,165400,165000,160900,156900,156400,156500,157300,159000,160600,160200,159600,158300,157100,157500,158600,156600,152800,151000,149400,146300,144200,143800,143200,141900,140400,139300
"Grand Junction, CO",155900,158900,162000,163800,165000,166200,167300,168500,169700,170900,171900,173200,175100,177000,178100,178900,179400,179300,178600,178600,180000,182100,184000,185800,187000,187400,187400,187500,188300,190300,192000,193200,195000,196800,197900,198200,198500,199100,200200,201100,202300,203600,205200,206900,208500,210100,212100,214100,215500,216800,217800,218500,218700,219300,220700,221300,220700,220500,220600,220800,221400,222500,225100,227800,228900,229400,230500,232000,232800,232800,233600,235400,237100,237600,238000,239600,241800,243300,244700,246600,247900,248800,250600,253600,255900,257300,258300,260400,263500,266600,268500,269900,272100,275000,277600,280000,282100,284000,285300,286200,287200,288800,290400,292200,294800,297700,300000,301200,301600,302200,304400,307200,309800,312300,315500,318800,321600,323800,325400,327400,331300,337200,341900,344300,346300,349400,353300,357700,362200,366400,370300,373900,378700,384000,388900,394300,399500,402300,403800,404300,404300,403800,403800,404000,403300,401400,398700,395900,393800,392200,390200,388300,386300,384700,383500,381000,377100,372600,368200,364000,359700,356000,353200,351200,349300,346800,343500,340000,337400,336200,336300,336700,337400,337600,336400,334100,331900,329600,328200,327900,326900,323200,318000,313700,310300,306400,302600,299800,297700,297400,298800,301200,304100,307600,311100,312800,312400,312200,312900,313400,314000,315400,315400,314100,313300,313900,314900,316100,317300,319400,322800,325100,326900,328300,329000,327900,326300,324400,323200,322200,322400,322700,321800,321100,320900,320500,320300
"Concord, NH",145600,141000,138500,138300,138000,137800,139400,141300,142600,143800,145600,147400,149100,150200,150600,151200,152900,154100,153400,152400,152900,153800,154800,156700,159200,161800,163700,164600,164500,164500,165000,165800,166800,167800,169100,170300,171500,172000,172600,173500,175100,176200,177200,179200,182200,185300,188900,192600,195500,197500,199400,202100,206000,211000,215100,217500,219400,220900,221000,221500,222800,225600,229600,234700,238100,240800,244200,248000,251600,255800,259100,260900,262700,265400,268900,271900,274600,276600,278600,282800,287200,288600,288900,291900,297500,304700,309500,311000,312600,315500,318100,320100,322100,324600,328600,333700,338200,339500,340500,342600,344700,346400,350200,353600,354100,353800,355400,356700,357500,360200,364200,367200,369600,371200,372600,373400,372700,373500,376500,378800,379000,378500,377500,376300,376100,376800,378500,380100,381000,379400,375100,372600,374200,376600,377900,379200,378400,375900,372800,370200,368700,367200,363200,359000,356800,354400,349700,345300,343100,340200,334900,330700,332800,338600,342900,342600,339100,335500,334500,333200,330300,329300,328800,325800,321300,318700,318500,318300,316700,314000,311400,309500,308900,308000,306200,304200,301600,298200,296000,295400,293500,291200,290100,289900,289700,290100,289900,289700,288700,287700,288600,290600,291700,292200,292700,294100,296600,298200,300000,302900,305600,307100,306500,305200,305800,307900,309100,309500,309800,310600,312000,313100,313400,313800,313600,313300,313600,313700,314200,315800,317100,317900,319900,323400,325700,325800,325200
"Santa Fe, NM",,,,,,,,,,,383600,389400,391400,388000,384100,380900,385200,397300,409600,412500,410700,412000,419100,425800,424700,419600,420700,425000,425800,428100,430800,431600,436200,444800,453200,454800,450800,447700,447400,447100,448800,446100,441200,443800,451800,458900,460200,458900,464800,466000,457400,454100,454000,446800,442600,444600,442300,442700,450700,464200,469900,479600,492600,505800,519400,534100,540000,538500,536400,532600,529100,526000,523900,522900,530000,538500,542200,548100,554400,553400,557200,567100,574700,578500,581700,581300,578300,575500,576200,578700,579200,585100,596300,602000,605300,609200,614500,619700,626500,636400,640400,636100,636200,646000,647600,643300,643300,643700,647200,658500,665500,659300,656500,658600,667100,670200,667100,671800,679400,681900,684100,689000,699700,711500,716400,717600,718900,724900,735800,747800,759600,773900,773600,770100,771200,775600,778400,788100,796200,795800,794100,792200,778300,764000,765400,778000,783900,791700,811300,842400,866100,884600,907200,935100,960600,985900,1008100,1036000,1058200,1054500,1035300,1028500,1021100,1004700,976700,945900,940600,949300,949500,909600,866100,846900,845700,835800,835700,831000,832300,834600,829700,817400,806400,792800,785800,791200,790400,769400,742600,751900,768300,771100,760900,751900,749500,749100,733900,730100,744000,750900,766200,778500,774900,771000,778300,768200,752300,761000,804700,829100,830200,826200,825300,822500,836000,852100,864500,890800,930700,952500,943000,930600,927100,930500,920600,897400,878900,867400,857600
"Dalton, GA",142200,141600,142000,142600,140800,138400,138800,139800,139700,139500,139900,140800,144000,147000,148800,150100,153200,155900,157900,158600,159000,159400,161300,163500,162600,160700,160600,162100,162600,163900,165300,166600,166300,165000,163300,163600,166000,171700,177100,178800,178000,175600,170600,166500,165800,165600,165400,165300,165500,164900,164300,163300,161300,160300,160900,161600,161900,163400,166200,169400,171200,172000,172300,173500,176300,180300,182300,183400,184800,186300,185800,185300,187600,190100,190400,189600,189300,188700,189700,190800,192000,193900,194400,193800,194400,194700,194700,196400,198700,201400,204100,205900,205500,204300,203000,201900,199600,196300,195100,196300,197700,197900,199400,202900,205500,206200,208600,211400,212300,215000,217200,218500,219900,220700,218300,218200,220100,220700,220300,221600,222900,224300,225900,226600,228000,230200,232500,231900,228300,226900,230200,231700,232200,230800,226800,222000,218900,216800,216000,213800,212500,212000,210500,208200,206700,206400,209500,210500,208400,206500,204800,201700,203200,208700,211900,210000,206400,204000,203600,204400,203500,202400,202400,203800,203500,202500,201200,201600,201800,201300,199200,198000,197200,196600,195500,195600,193900,189700,184800,180500,177800,176700,173900,171400,171900,172600,171400,170900,172100,173300,175100,177800,181500,182900,184000,186100,189000,189000,190000,192900,195200,195700,195200,195400,195400,196500,199000,201600,202300,201900,200300,199700,199200,196600,194200,194600,196300,197200,197300,196400,195000,196700,199100,198800,196300,195400,195200
"Homosassa Springs, FL",,133700,133000,132900,133700,136500,139000,139600,139400,139900,140500,140200,138200,137300,138300,139200,139000,140600,143200,146500,150200,154100,155400,155300,156100,157700,158700,160400,163100,165300,165500,165000,165400,166700,167600,167900,170400,173000,173700,174400,175500,174200,173400,173800,173000,171700,171500,172700,173500,173100,172000,171400,171100,171000,170700,171700,173200,175400,178900,184300,189700,194700,199300,203900,208100,211000,212600,212400,212300,212100,211700,209000,207600,208900,209400,206600,205700,206900,207200,207900,211900,216600,218300,218500,218600,219100,221400,224600,225900,227300,231100,236000,240600,244500,248600,256400,264000,267700,270300,275200,279400,281600,285100,287800,286400,284400,286900,290400,292000,294000,298600,303700,307400,311600,316500,321100,325300,328800,331500,335600,340600,344500,345600,347100,348800,349500,348600,348100,346100,341100,334400,328800,325600,325700,326900,325600,323700,323700,324400,323200,319700,316300,314000,309500,303900,299000,294900,291200,287900,283200,276500,269100,267800,271100,272900,271000,269000,267400,264600,261000,259700,259500,258300,256800,255600,254000,252100,249200,247000,245300,244900,243900,241300,237800,236500,237900,238900,238900,240000,241200,239500,236100,231500,227100,225100,224400,222400,220000,217000,214800,213600,213400,214100,215500,215300,214000,214000,214800,215000,214800,214600,214400,214600,216600,219800,222100,223400,225800,227700,228600,229600,231200,231900,231700,231000,231700,230800,228400,228700,231800,232800,233200,235500,239200,243300,245400,245600
"Warner Robins, GA",161000,160100,160200,161200,164000,167900,170800,171800,172300,172900,174000,176600,179600,181500,182900,182500,180700,179400,179700,180900,182100,181700,180900,181200,182500,184100,186900,190100,192100,192900,193000,193100,194400,196200,197900,200300,203000,204600,204300,203200,202600,202600,202700,203200,203500,203000,203300,203700,204400,204700,205400,206700,207400,207300,207900,208200,210100,213900,217200,219400,221900,223500,224200,224700,226200,227800,229300,230700,230200,228300,228200,229000,228200,226600,226000,226600,228100,230300,232700,234900,236900,238200,237500,236400,236900,238600,239800,240400,240800,240700,239700,239500,241300,244000,245700,247500,249100,250900,253000,256000,258500,259900,261000,262500,263500,264600,266300,267600,268300,269400,271300,272700,273400,275200,277900,279700,280400,280800,281300,282100,283400,284900,286200,287300,288200,290000,291800,292500,293200,294900,296600,298500,299900,300900,301600,301800,301400,300400,298600,296900,296000,294300,292300,290200,288700,286200,283600,282600,283000,281600,280000,280000,279400,277600,276800,276800,276900,277900,277900,276800,276500,277900,279700,280100,279700,279200,280100,281000,281200,280400,280400,281200,281600,279800,278500,278800,279200,279200,278800,276900,274500,272300,270300,267400,264700,264900,265300,264500,264500,265700,264900,263100,262400,263700,265400,266300,266100,265300,263800,262500,262100,261700,260100,259100,258300,257100,256000,256500,257300,257300,257700,258800,259200,259600,261400,265400,271300,276100,278000,276700,274400,273200,273200,272800,272400,273100,274300
"Valdosta, GA",168500,163500,162200,161200,159000,156800,155600,155300,154900,154500,153200,153200,156300,159700,160600,160600,161000,163400,168000,170800,170700,169500,169300,171500,174300,176400,178300,179800,180800,178900,177000,178800,181100,180600,179900,180700,180400,176300,173300,175400,179600,181900,182300,181000,180900,183200,186800,187000,189100,195200,203200,205800,206600,209000,212200,211600,212400,216100,217700,218200,217600,216600,214800,213900,212000,210000,208100,207800,208600,208900,209400,210400,212200,212100,209600,208100,207400,207500,208400,212000,211700,209200,207600,209500,210300,211300,211500,212700,215300,218700,221000,222100,224100,227600,230600,233400,237900,243500,247900,249900,252500,254000,255000,255000,254800,255700,256900,254000,252100,255800,261100,264400,265900,267800,267900,268000,269300,267800,268000,271100,272300,270200,271300,272400,274200,277900,282500,286100,289400,293100,294000,293600,293900,293400,291000,287600,282800,278100,279500,286400,293400,293500,293000,296600,299700,295400,291000,293600,300500,304600,302200,296800,293800,296000,298500,301700,302900,303800,305800,308400,306000,301600,297800,294100,292100,291100,292800,296000,296600,293400,294700,297200,296100,293500,293400,293500,291500,290400,288000,283100,280800,282100,279700,277700,282000,289100,294100,297500,301500,306900,308900,303000,294800,293500,295400,295300,292900,291600,290600,289300,287400,287600,287100,284700,287900,297600,301600,297400,294000,295300,297000,298300,297600,298000,298000,299700,304100,308100,307400,308100,310200,309800,308400,306700,301900,295800,291200
"Springfield, OH",128700,127200,125200,123400,122400,122000,121800,121700,121700,121700,121800,122000,121400,121400,122400,123800,124800,125700,126200,126500,127200,128100,128500,128800,129600,130000,130000,130100,130700,131400,132000,132600,133000,133200,132900,132600,132900,133200,133300,133400,133700,134300,135000,135500,135900,136300,136800,137800,139300,140600,141500,142100,142100,141700,141300,142000,143100,143400,142800,142000,140900,140400,140400,141200,142300,143400,143400,142800,142900,144200,145100,145300,145700,146400,146900,147400,146900,145800,145900,147100,148400,149400,150200,150100,149800,149900,150900,151500,151200,150600,150100,149700,149600,149100,148600,149000,150000,150800,151300,151200,151400,152700,154300,155100,154600,153600,153300,154200,155900,157200,157400,157300,158500,160100,160500,159400,159500,161500,163200,163000,161900,161000,161900,163600,164200,164000,165400,167800,167700,165800,165600,166600,167400,167200,165100,163300,163100,163600,162600,161300,160100,160000,159700,159500,158700,157900,156800,155600,154900,154500,154200,154300,155400,156700,157900,158300,157700,157400,158500,159900,159700,158700,157600,157000,156700,156000,154500,154100,154600,154200,153400,153600,153500,152700,152000,151200,150500,149500,149200,148900,148900,149600,150300,150500,150700,150500,149700,149400,149700,150100,149500,148800,148800,149100,149000,148600,148400,148500,149400,150400,150300,150400,151200,151200,150200,149700,149400,149100,149400,150200,151000,152000,153200,154200,154100,153600,153800,155300,157100,157500,156800,157000,157600,157900,158400,158300,157700
"St. George, UT",167700,166700,166100,167100,170000,173400,174800,175100,175100,175200,174800,175200,176300,178300,180600,183600,186900,188600,190300,192800,194100,194300,195600,196800,199400,202100,201800,200500,200600,199500,197100,197800,202400,205300,207300,211100,213800,214000,214600,212900,211200,211900,214500,216300,218100,220300,224200,226000,224900,223000,221000,221000,224400,230300,233100,230900,227400,227900,231700,234800,236600,238200,239200,237100,233100,229700,226800,225200,225300,225300,222800,221600,223300,226700,232200,238400,241900,241900,242700,243000,242700,240500,236200,233400,233700,235100,236500,238500,238400,237700,240300,246900,252800,258400,264700,267400,265600,263900,262800,262400,263700,266000,268500,271300,274900,279900,285200,290800,297900,305700,314200,321900,328900,336400,344400,350000,356000,362800,370700,380200,391000,401100,410900,420300,431100,442500,451600,457500,464500,473700,481000,484700,486900,486800,484400,481100,477200,472700,468300,465600,463800,459900,451400,443800,438000,431800,424600,420800,421300,424500,427400,430100,435300,442200,447400,449200,450700,453100,457800,461200,458000,446700,434000,425100,407500,382800,368300,364400,357000,347600,338600,331800,328400,326900,324900,319400,311100,304000,300400,297500,294600,293700,291900,291000,290800,289800,287300,289100,292500,295600,294600,290800,288900,289800,291100,290100,289500,291500,293900,294300,297700,302800,305500,305600,306300,309200,313600,316600,317700,319800,322500,324200,326600,330200,334700,342500,351500,353100,348700,344200,342100,340800,340800,340600,341500,343800,345500
"Vero Beach, FL",189300,191700,193400,198100,204900,207000,208600,214700,223000,225300,224000,224000,225000,223700,220700,219300,218600,217600,218100,219600,218000,217700,221700,226200,229800,234500,237300,235800,235400,240000,245600,246400,245500,249800,255800,257400,257900,259000,258700,259700,263200,265300,264500,267200,273400,281200,288200,294000,297100,303300,308000,307900,307600,307400,306700,305200,303900,303600,307100,309500,308400,306200,306800,307900,307100,306800,307000,307200,308300,309800,309600,314800,322600,326100,326700,330200,333800,337400,339900,342200,345400,346400,344900,342500,344900,351300,358400,360400,361900,366000,372400,378300,387400,399200,408800,414300,415400,416500,423300,435500,449300,465200,484000,498000,504700,509000,518200,528200,538400,546600,558800,580200,598700,603700,598800,598000,599500,600000,594800,591000,586600,584600,579700,568000,554100,543000,536800,533300,530000,526300,522000,518300,518400,519200,513000,505700,503000,505400,505300,495700,483000,476400,469900,457600,444100,434100,428800,422800,413200,400500,390100,385500,382500,376300,369800,367400,368400,368300,364200,359900,356000,353700,353400,356200,356000,353300,352800,355000,355200,355100,354300,351500,349400,348700,346400,341100,336100,332600,333900,335700,331900,323300,320000,321300,322900,320600,318500,318400,319400,320600,321900,322800,325600,329200,331000,332700,334700,336500,338100,341500,345400,348600,349000,349800,350900,352600,353100,354200,357000,362700,368900,374900,381300,387000,391000,390600,391700,396000,400500,398000,395300,396000,398600,396000,396700,400300,402700
"Midland, TX",245000,245200,248400,253100,254500,249300,243800,242100,243900,247100,249500,250400,251600,253400,254800,254500,254200,256000,257400,258600,260400,263200,264800,263900,260900,260500,263100,266700,264700,263300,266800,269500,266800,265600,265500,267700,274600,279700,277700,273500,276000,281100,280900,277100,274400,270800,268500,270500,276000,282000,282500,276200,275900,280400,283000,284300,288300,289100,289200,288000,285600,286400,291600,294800,294000,293400,294500,295300,292400,289400,286600,286100,286300,288200,289100,291600,291100,290300,292900,296200,295900,294700,297800,298500,294700,291800,296600,299900,298900,298100,298700,298600,302800,310500,314700,318600,316300,300700,282300,276500,277000,275300,271200,269000,268100,268400,268400,266900,268400,272400,274900,276900,279800,282300,284500,286200,286700,286800,287000,288100,291200,296800,303600,308100,310100,310900,311900,314700,318400,321300,325500,329600,334500,340900,347200,350800,355200,361000,365900,368800,370300,370200,368200,366300,366000,367700,370300,370100,368200,366500,366000,364300,362700,361600,360300,358700,357300,354900,352800,351100,349500,348500,348600,349100,349600,347500,345700,347000,346600,343700,342800,341500,340900,342500,344200,345400,347400,348500,348000,347300,347900,348400,346600,348000,351400,352500,353900,358000,357900,359000,367400,375200,378000,381500,382500,388100,400800,406600,407300,411600,419700,426600,428500,424300,420200,422400,430100,435000,432500,434800,430300,421400,418500,429700,439300,450300,467200,487300,499600,503700,500000,495000,496900,502500,506100,505400,504200
