Date,Open,High,Low,Close,Volume,Adj Close,Perc Change,,,,,
2013-07,3430.47998,3649.3501,3415.22998,3626.37012,1719631800,3626.37012,0.065560896,,,,,
2013-06,3460.76001,3488.31006,3294.94995,3403.25,2057933000,3403.25,-0.01523764,,,,,
2013-05,3325.3501,3532.04004,3296.5,3455.90991,1868743100,3455.90991,0.038188011,,,,,
2013-04,3268.62988,3328.79004,3154.95996,3328.79004,1767663600,3328.79004,0.01875123,,,,,
2013-03,3143.54004,3270.30005,3129.3999,3267.52002,1769299000,3267.52002,0.033963174,,,,,
2013-02,3162.93994,3213.6001,3105.36011,3160.18994,1988840000,3160.18994,0.005747713,,,,,
2013-01,3091.33008,3164.06006,3076.6001,3142.12988,1962783800,3142.12988,0.040609195,,,,,
2012-12,3029.20996,3061.82007,2951.04004,3019.51001,1753986000,3019.51001,0.003079495,,,,,
2012-11,2987.54004,3033.8501,2810.80005,3010.23999,1861356100,3010.23999,0.011087491,,,,,
2012-10,3130.31006,3171.45996,2961.15991,2977.22998,1817800000,2977.22998,-0.04460518,,,,,
2012-09,3063.25,3196.92993,3040.23999,3116.22998,1872861500,3116.22998,0.016064774,,,,,
2012-08,2956.71997,3100.54004,2890.8501,3066.95996,1613204700,3066.95996,0.043353996,,,,,
2012-07,2938.40991,2987.93994,2837.71997,2939.52002,1737529500,2939.52002,0.001522962,,,,,
2012-06,2810.12988,2942.28003,2726.67993,2935.05005,1879992300,2935.05005,0.038095863,,,,,
2012-05,3044.79004,3085.3999,2774.44995,2827.34009,1922548100,2827.34009,-0.071895643,,,,,
2012-04,3085.93994,3128.25,2946.04004,3046.36011,1771358000,3046.36011,-0.014623625,,,,,
2012-03,2979.11011,3134.16992,2900.28003,3091.57007,1750883600,3091.57007,0.042023865,,,,,
2012-02,2830.1001,3000.11011,2825.18994,2966.88989,1994932500,2966.88989,0.05439179,,,,,
2012-01,2657.38989,2834.30005,2627.22998,2813.84009,1855622500,2813.84009,0.080106788,,,,,
2011-12,2615.66992,2674.53003,2518.01001,2605.1499,1630203800,2605.1499,-0.00579703,,,,,
2011-11,2607.31006,2730.38989,2441.47998,2620.34009,1944674700,2620.34009,-0.023867376,,,,,
2011-10,2401.18994,2753.37012,2298.88989,2684.40991,2121923300,2684.40991,0.111372866,,,,,
2011-09,2583.34009,2643.37012,2414.31006,2415.3999,2144659000,2415.3999,-0.063602484,,,,,
2011-08,2791.44995,2796.23999,2331.6499,2579.45996,2564059100,2579.45996,-0.064185609,,,,,
2011-07,2775.08008,2878.93994,2724.98999,2756.37988,1979209500,2756.37988,-0.006179923,,,,,
2011-06,2829.38989,2834.05005,2599.86011,2773.52002,2019538100,2773.52002,-0.021789592,,,,,
2011-05,2881.28003,2887.75,2739.8501,2835.30005,2119866600,2835.30005,-0.013307624,,,,,
2011-04,2796.66992,2876.83008,2706.5,2873.54004,2024012500,2873.54004,0.033249781,,,,,
2011-03,2791.08008,2802.32007,2603.5,2781.07007,2041148200,2781.07007,-0.000431285,,,,,
2011-02,2717.61011,2840.51001,2705.54004,2782.27002,2170254700,2782.27002,0.030439816,,,,,
2011-01,2676.6499,2766.16992,2663.63989,2700.08008,2108703500,2700.08008,0.017795805,,,,,
2010-12,2535.18994,2675.26001,2535.18994,2652.87012,1696976800,2652.87012,0.061899882,,,,,
2010-11,2520.44995,2592.93994,2459.79004,2498.22998,2057668500,2498.22998,-0.003661121,,,,,
2010-10,2386.82007,2517.5,2332.45996,2507.40991,2076593300,2507.40991,0.058595209,,,,,
2010-09,2142.75,2400.06006,2141.94995,2368.62012,2095484200,2368.62012,0.120428795,,,,,
2010-08,2283.32007,2309.42993,2099.29004,2114.03003,1994470400,2114.03003,-0.062389641,,,,,
2010-07,2110.75,2307.6001,2061.13989,2254.69995,2192808500,2254.69995,0.06896321,,,,,
2010-06,2244.79004,2341.11011,2105.26001,2109.23999,2311604000,2109.23999,-0.065484018,,,,,
2010-05,2472.32007,2503,2140.53003,2257.04004,2968435500,2257.04004,-0.082947641,,,,,
2010-04,2411.67993,2535.28003,2383.77002,2461.18994,2731889000,2461.18994,0.026368238,,,,,
2010-03,2247.3999,2432.25,2247.33008,2397.95996,2492358200,2397.95996,0.071350044,,,,,
2010-02,2155.81006,2251.67993,2100.16992,2238.26001,2374673100,2238.26001,0.042335859,,,,,
2010-01,2294.40991,2326.28003,2140.34009,2147.3501,2564021500,2147.3501,-0.053676401,,,,,
2009-12,2162.22998,2295.80005,2155.95996,2269.1499,1841222200,2269.1499,0.058076002,,,,,
2009-11,2047.42004,2205.32007,2024.27002,2144.6001,2043167500,2144.6001,0.048647804,,,,,
2009-10,2111.77002,2190.63989,2040.20996,2045.10999,2413632700,2045.10999,-0.03642537,,,,,
2009-09,2001.30005,2167.69995,1958.04004,2122.41992,2490170000,2122.41992,0.056424326,,,,,
2009-08,1998.34998,2059.47998,1929.64001,2009.06006,2203232300,2009.06006,0.015446075,,,,,
2009-07,1846.12,2009.81006,1727.05005,1978.5,2239760900,1978.5,0.078178109,,,,,
2009-06,1796.08997,1879.92004,1753.78003,1835.04004,2451192200,1835.04004,0.034215778,,,,,
2009-05,1719.29004,1774.32996,1664.18994,1774.32996,2490867000,1774.32996,0.033209054,,,,,
2009-04,1504.87,1753.60999,1498.54004,1717.30005,2454997100,1717.30005,0.123453695,,,,,
2009-03,1356.13,1587,1265.52002,1528.58997,2347197200,1528.58997,0.109410384,,,,,
2009-02,1460.84998,1598.5,1372.42004,1377.83997,2356521000,1377.83997,-0.066769664,,,,,
2009-01,1578.87,1665.63,1434.07996,1476.42004,2102509500,1476.42004,-0.06379713,,,,,
2008-12,1496.08997,1602.92004,1398.06995,1577.03003,1870050400,1577.03003,0.026999799,,,,,
2008-11,1718.89001,1785.83997,1295.47998,1535.56995,2248462600,1535.56995,-0.107719577,,,,,
2008-10,2075.1001,2083.19995,1493.79004,1720.94995,2824966900,1720.94995,-0.177318943,,,,,
2008-09,2402.11011,2413.11011,1983.72998,2091.87988,2576151400,2091.87988,-0.116425685,,,,,
2008-08,2326.83008,2473.19995,2280.92993,2367.52002,1954377100,2367.52002,0.01804733,,,,,
2008-07,2274.23999,2353.38989,2167.29004,2325.55005,2408589500,2325.55005,0.014204254,,,,,
2008-06,2514.82007,2549.93994,2290.59009,2292.97998,2288785700,2292.97998,-0.091046728,,,,,
2008-05,2416.48999,2551.46997,2416.48999,2522.65991,2139831400,2522.65991,0.045532103,,,,,
2008-04,2306.51001,2451.18994,2266.29004,2412.80005,2038801800,2412.80005,0.058663483,,,,,
2008-03,2271.26001,2346.78003,2155.41992,2279.1001,2337740000,2279.1001,0.003354694,,,,,
2008-02,2392.58008,2419.22998,2252.6499,2271.47998,2408646500,2271.47998,-0.049534334,,,,,
2008-01,2653.90991,2661.5,2202.54004,2389.86011,2763113300,2389.86011,-0.098941257,,,,,
2007-12,2654.90991,2734.82007,2553.98999,2652.28003,1960397000,2652.28003,-0.003261954,,,,,
2007-11,2835,2835.62988,2539.81006,2660.95996,2513625200,2660.95996,-0.069308092,,,,,
2007-10,2704.25,2861.51001,2698.13989,2859.12012,2229832600,2859.12012,0.058345408,,,,,
2007-09,2596.37988,2716.75,2536.92993,2701.5,1957217800,2701.5,0.040495111,,,,,
2007-08,2538.5,2627.75,2386.68994,2596.36011,2333159500,2596.36011,0.019671947,,,,,
2007-07,2617.38989,2724.73999,2545.8999,2546.27002,2280785200,2546.27002,-0.021880495,,,,,
2007-06,2614.01001,2634.6001,2534.96997,2603.22998,2262320400,2603.22998,-0.000495308,,,,,
2007-05,2529.94995,2607.8999,2510.57007,2604.52002,2115423100,2604.52002,0.031456276,,,,,
2007-04,2425.36011,2562.98999,2409.04004,2525.09009,2089885500,2525.09009,0.042719068,,,,,
2007-03,2377.17993,2459.95996,2331.57007,2421.63989,2071020400,2421.63989,0.002272206,,,,,
2007-02,2474.08008,2531.41992,2395.3501,2416.1499,2227421500,2416.1499,-0.019391797,,,,,
2007-01,2429.71997,2508.92993,2394.65991,2463.92993,2243760000,2463.92993,0.020138323,,,,,
2006-12,2430.75,2470.94995,2392.94995,2415.29004,1824379500,2415.29004,-0.006776948,,,,,
2006-11,2373.48999,2468.41992,2316.82007,2431.77002,1956073300,2431.77002,0.027489663,,,,,
2006-10,2257,2379.29004,2224.20996,2366.70996,2028942200,2366.70996,0.047944826,,,,,
2006-09,2194.56006,2273.30005,2147.43994,2258.42993,1955853500,2258.42993,0.034198022,,,,,
2006-08,2080.34009,2193.34009,2048.21997,2183.75,1733816900,2183.75,0.044122092,,,,,
2006-07,2177.90991,2190.43994,2012.78003,2091.46997,1899380000,2091.46997,-0.037116379,,,,,
2006-06,2179.82007,2233.87988,2065.11011,2172.09009,2085311300,2172.09009,-0.003116184,,,,,
2006-05,2329.79004,2352.56006,2135.81006,2178.87988,2183765400,2178.87988,-0.061866891,,,,,
2006-04,2352.23999,2375.54004,2299.41992,2322.57007,2196275700,2322.57007,-0.007359622,,,,,
2006-03,2288.1499,2353.13989,2239.54004,2339.79004,2148650800,2339.79004,0.025598496,,,,,
2006-02,2294.11011,2313.53003,2232.67993,2281.38989,2064444700,2281.38989,-0.010595007,,,,,
2006-01,2216.53003,2332.91992,2189.90991,2305.82007,2200884000,2305.82007,0.045571616,,,,,
2005-12,2244.8501,2278.15991,2200.51001,2205.32007,1696538500,2205.32007,-0.012316263,,,,,
2005-11,2109.88989,2269.30005,2108.86011,2232.82007,1796680000,2232.82007,0.05306797,,,,,
2005-10,2152.69995,2167,2025.57996,2120.30005,1827174200,2120.30005,-0.014588482,,,,,
2005-09,2150.03003,2186.83008,2093.06006,2151.68994,1733383300,2151.68994,-0.000185936,,,,,
2005-08,2191.48999,2219.90991,2112.25,2152.09009,1559586500,2152.09009,-0.014985142,,,,,
2005-07,2060.96997,2201.38989,2050.30005,2184.83008,1715813000,2184.83008,0.062164613,,,,,
2005-06,2067.22998,2106.57007,2039.68994,2056.95996,1746991800,2056.95996,-0.0054443,,,,,
2005-05,1923.22998,2076.80005,1916.03003,2068.21997,1704864200,2068.21997,0.076272968,,,,,
2005-04,2009.08997,2021.81995,1889.82996,1921.65002,1883689500,1921.65002,-0.03880492,,,,,
2005-03,2057.46997,2100.57007,1968.57996,1999.22998,1884879500,1999.22998,-0.025583408,,,,,
2005-02,2063.27002,2103.44995,2023,2051.71997,2040173100,2051.71997,-0.005183228,,,,,
2005-01,2184.75,2191.6001,2008.68005,2062.40991,2247988500,2062.40991,-0.05195732,,,,,
2004-12,2104.58008,2185.56006,2097.86011,2175.43994,2079380900,2175.43994,0.037499763,,,,,
2004-11,1975.47998,2117.88989,1969.31995,2096.81006,1895570000,2096.81006,0.061681361,,,,,
2004-10,1909.58997,1984.18005,1899.32996,1974.98999,1791206100,1974.98999,0.041200112,,,,,
2004-09,1833.37,1925.84998,1833.32996,1896.83997,1569128500,1896.83997,0.031956907,,,,,
2004-08,1874.93005,1893.13,1750.81995,1838.09998,1460116800,1838.09998,-0.026099955,,,,,
2004-07,2045.53003,2045.53003,1829.06006,1887.35999,1772334200,1887.35999,-0.078343017,,,,,
2004-06,1978.52002,2055.6499,1960.26001,2047.79004,1636011900,2047.79004,0.030728757,,,,,
2004-05,1928.71997,1991.87,1865.40002,1986.73999,1694298500,1986.73999,0.034679566,,,,,
2004-04,1996.44995,2079.12012,1919.39001,1920.15002,2015611900,1920.15002,-0.037142317,,,,,
2004-03,2036.92004,2069.02002,1896.91003,1994.21997,1928650400,1994.21997,-0.017538492,,,,,
2004-02,2072.12988,2094.91992,1991.05005,2029.81995,1988874700,2029.81995,-0.017583405,,,,,
2004-01,2011.07996,2153.83008,1999.77002,2066.1499,2395193500,2066.1499,0.031337147,,,,,
2003-12,1972.96997,2015.22998,1887.45996,2003.37,1693026800,2003.37,0.021991975,,,,,
2003-11,1941.31006,1992.27002,1878.06995,1960.26001,1829143600,1960.26001,0.014517082,,,,,
2003-10,1797.06995,1966.87,1796.08997,1932.20996,1872176900,1932.20996,0.081295413,,,,,
2003-09,1817.92004,1913.73999,1783.45996,1786.93994,1989591400,1786.93994,-0.012985728,,,,,
2003-08,1731.63,1813.81995,1640.88,1810.44995,1500011400,1810.44995,0.043474962,,,,,
2003-07,1617.30005,1776.09998,1598.92004,1735.02002,1821410900,1735.02002,0.069152062,,,,,
2003-06,1612.09998,1686.09998,1584.69995,1622.80005,2045895700,1622.80005,0.016849333,,,,,
2003-05,1463,1599.92004,1451.31995,1595.91003,1939903300,1595.91003,0.089871656,,,,,
2003-04,1347.54004,1482.48999,1338.22998,1464.31006,1541936100,1464.31006,0.091815367,,,,,
2003-03,1344.20996,1425.72998,1253.21997,1341.17004,1558727100,1341.17004,0.002728946,,,,,
2003-02,1324.73999,1352.06995,1261.79004,1337.52002,1354126800,1337.52002,0.012574657,,,,,
2003-01,1346.93005,1467.34998,1303.64001,1320.91003,1545373300,1320.91003,-0.010932138,,,,,
2002-12,1507.93994,1521.43994,1327.18994,1335.51001,1442352300,1335.51001,-0.096883929,,,,,
2002-11,1320.94995,1497.43994,1313.71997,1478.78003,1825773000,1478.78003,0.112073721,,,,,
2002-10,1180.26001,1347.57996,1108.48999,1329.75,1760514700,1329.75,0.134540836,,,,,
2002-09,1302.67004,1347.27002,1160.06995,1172.06006,1535629000,1172.06006,-0.10859788,,,,,
2002-08,1322.46997,1426.76001,1205.68005,1314.84998,1480935400,1314.84998,-0.010095937,,,,,
2002-07,1457.04004,1459.83997,1192.42004,1328.26001,2130498600,1328.26001,-0.092228698,,,,,
2002-06,1613.5,1621.5,1375.53003,1463.20996,1960673500,1463.20996,-0.094396973,,,,,
2002-05,1683.76001,1759.32996,1560.29004,1615.72998,1885692700,1615.72998,-0.042944386,,,,,
2002-04,1834.58997,1865.37,1640.96997,1688.22998,1851823600,1688.22998,-0.085143741,,,,,
2002-03,1745.48999,1946.22998,1742.07996,1845.34998,1814213500,1845.34998,0.065758388,,,,,
2002-02,1928.82996,1942.15002,1696.55005,1731.48999,1892543100,1731.48999,-0.104724351,,,,,
2002-01,1965.18005,2098.87988,1851.48999,1934.03003,1947595700,1934.03003,-0.008393145,,,,,
2001-12,1915.13,2065.68994,1898.97998,1950.40002,1847711000,1950.40002,0.010266376,,,,,
2001-11,1705.52002,1965.08997,1683.98999,1930.57996,1912218000,1930.57996,0.142219866,,,,,
2001-10,1491.44995,1792.87,1458.41003,1690.19995,1990586900,1690.19995,0.127702091,,,,,
2001-09,1802.29004,1836.18994,1387.06006,1498.80005,2196254000,1498.80005,-0.169837652,,,,,
2001-08,2051.56006,2103.15991,1777.10999,1805.43005,1463923000,1805.43005,-0.10936642,,,,,
2001-07,2156.76001,2181.05005,1934.67004,2027.13,1639729500,2027.13,-0.061748469,,,,,
2001-06,2131.12012,2264.58008,1973.69995,2160.54004,1840429000,2160.54004,0.023714896,,,,,
2001-05,2116.23999,2328.05005,2052.40991,2110.48999,1968128100,2110.48999,-0.002717083,,,,,
2001-04,1835.21997,2202.86011,1619.57996,2116.23999,2233857000,2116.23999,0.149967928,,,,,
2001-03,2126.30005,2243.78003,1794.20996,1840.26001,2129923100,1840.26001,-0.144793064,,,,,
2001-02,2771.57007,2796.88989,2127.5,2151.83008,2026881000,2151.83008,-0.223930893,,,,,
2001-01,2474.15991,2892.36011,2251.70996,2772.72998,2460813800,2772.72998,0.122326457,,,,,
2000-12,2644.09009,3028.75,2288.15991,2470.52002,2343947500,2470.52002,-0.049042859,,,,,
2000-11,3316.51001,3480.01001,2523.04004,2597.92993,1948484700,2597.92993,-0.229016235,,,,,
2000-10,3714.47998,3714.47998,3026.11011,3369.62988,2103428600,3369.62988,-0.082549699,,,,,
2000-09,4252.1499,4259.87012,3614.65991,3672.82007,1837269000,3672.82007,-0.126839188,,,,,
2000-08,3760.94995,4208.72998,3521.13989,4206.3501,1527220400,4206.3501,0.116634265,,,,,
2000-07,3950.59009,4289.06006,3615.79004,3766.98999,1621434500,3766.98999,-0.050205394,,,,,
2000-06,3471.94995,4073.72998,3459.8501,3966.11011,1609944000,3966.11011,0.166190877,,,,,
2000-05,3930.17993,3982.37988,3042.65991,3400.90991,1471168600,3400.90991,-0.119085859,,,,,
2000-04,4494.89014,4572.83984,3227.04004,3860.65991,1933246300,3860.65991,-0.155739478,,,,,
2000-03,4732.81982,5132.52002,4355.68994,4572.83008,1970373400,4572.83008,-0.026371734,,,,,
2000-02,3961.07007,4698.45996,3911.84009,4696.68994,1886677000,4696.68994,0.19194737,,,,,
2000-01,4186.18994,4303.1499,3711.09009,3940.3501,1746434500,3940.3501,-0.031690866,,,,,
1999-12,3341.1001,4090.61011,3321.57007,4069.31006,1454508600,4069.31006,0.219758696,,,,,
1999-11,2970.92993,3469.3501,2967.62988,3336.15991,1442987100,3336.15991,0.124638029,,,,,
1999-10,2729.04004,2978.62988,2632.01001,2966.42993,1148873800,2966.42993,0.080210194,,,,,
1999-09,2752.33008,2897.53003,2684.69995,2746.15991,1073526600,2746.15991,0.002485922,,,,,
1999-08,2638.31006,2819.8999,2442.21997,2739.3501,964422700,2739.3501,0.038226452,,,,,
1999-07,2692.95996,2874.91992,2619.08008,2638.48999,1037758000,2638.48999,-0.017731943,,,,,
1999-06,2467.51001,2696.87012,2364.59009,2686.12012,951638600,2686.12012,0.087269117,,,,,
1999-05,2546.33008,2632.73999,2339.12012,2470.52002,960048000,2470.52002,-0.028448317,,,,,
1999-04,2493.07007,2677.76001,2329.87012,2542.86011,1162898000,2542.86011,0.033095073,,,,,
1999-03,2286.83008,2520.62988,2235.18994,2461.3999,969457300,2461.3999,0.07577255,,,,,
1999-02,2522.37988,2533.43994,2224.20996,2288.03003,965285200,2288.03003,-0.086939119,,,,,
1999-01,2207.54004,2506.67993,2192.67993,2505.88989,1135956800,2505.88989,0.14283823,,,,,
1998-12,1928.51001,2200.62988,1924.15002,2192.68994,907377200,2192.68994,0.124721675,,,,,
1998-11,1783.70996,2025.04004,1771.40002,1949.54004,940209000,1949.54004,0.100570755,,,,,
1998-10,1663.30005,1781.63,1343.87,1771.39001,923540000,1771.39001,0.04578357,,,,,
1998-09,1509.01001,1769.70996,1475.48999,1693.83997,791514700,1693.83997,0.129791542,,,,,
1998-08,1869.71997,1874.31006,1498.72998,1499.25,797615200,1499.25,-0.19928541,,,,,
1998-07,1904.23999,2028.18005,1871.71997,1872.39001,833545000,1872.39001,-0.011795803,,,,,
1998-06,1770.37,1898.62,1715.04004,1894.73999,761886800,1894.73999,0.065136851,,,,,
1998-05,1871.81006,1890.80005,1742.05005,1778.87,752100500,1778.87,-0.047923116,,,,,
1998-04,1838.15002,1931.82996,1788.73999,1868.41003,863549000,1868.41003,0.017829894,,,,,
1998-03,1778.71997,1840.82996,1708.47998,1835.68005,809745400,1835.68005,0.036808626,,,,,
1998-02,1640.06006,1783.73999,1640.06006,1770.51001,809489400,1770.51001,0.093339357,,,,,
1998-01,1574.09998,1629.54004,1465.60999,1619.35999,723379500,1619.35999,0.03120961,,,,,
1997-12,1608.56006,1652.83997,1486.51001,1570.34998,714639500,1570.34998,-0.018868557,,,,,
1997-11,1609.62,1654.43005,1508.41003,1600.55005,626187800,1600.55005,0.00435493,,,,,
1997-10,1690.79004,1748.78003,1465.83997,1593.60999,850478200,1593.60999,-0.054624488,,,,,
1997-09,1595.06995,1702.48999,1595.06995,1685.68994,736184700,1685.68994,0.061972377,,,,,
1997-08,1594.67004,1638.26001,1545.13,1587.31995,662794200,1587.31995,-0.004072072,,,,,
1997-07,1442.65002,1595.76001,1432.42004,1593.81006,682239000,1593.81006,0.105223821,,,,,
1997-06,1407.06995,1467.29004,1375.44995,1442.06995,629426100,1442.06995,0.029814615,,,,,
1997-05,1263.93005,1414.26001,1260.93994,1400.31995,648540900,1400.31995,0.110695088,,,,,
1997-04,1211.28003,1267.41003,1194.16003,1260.76001,595884500,1260.76001,0.031971893,,,,,
1997-03,1306.20996,1332.33997,1220.40002,1221.69995,620892500,1221.69995,-0.06669217,,,,,
1997-02,1383.96997,1384.51001,1296.88,1309,669720000,1309,-0.051346147,,,,,
1997-01,1292.65002,1400.53003,1272.33997,1379.84998,670617700,1379.84998,0.068797741,,,,,
1996-12,1294.78003,1328.94995,1251.03003,1291.03003,596139000,1291.03003,-0.001222302,,,,,
1996-11,1223.71997,1293.75,1218.22998,1292.60999,559034000,1292.60999,0.058206629,,,,,
1996-10,1223.72998,1269.62,1202.35999,1221.51001,570052600,1221.51001,-0.00440944,,,,,
1996-09,1133.30005,1237.26001,1123.14001,1226.92004,558564000,1226.92004,0.074831397,,,,,
1996-08,1081.33997,1153.90002,1080.41003,1141.5,456048100,1141.5,0.056367384,,,,,
1996-07,1185.64001,1198.04004,1008.44,1080.58997,558597200,1080.58997,-0.088125136,,,,,
1996-06,1242.54004,1254.12,1147.75,1185.02002,605393500,1185.02002,-0.046974922,,,,,
1996-05,1190.47998,1252.81006,1163.20996,1243.43005,689013100,1243.43005,0.044442789,,,,,
1996-04,1105.77002,1190.87,1092.43994,1190.52002,597929500,1190.52002,0.080915,,,,,
